name,label,Description,DescriptionFR,GroupName1,WebsiteURL1,GroupName2,WebsiteURL2,GroupName3,WebsiteURL3,GroupName4,WebsiteURL4,TCTmapsURL,Scale,ProvinceTXT,ProvinceTXTFR,Length,category,categorie,TrailType,TypeSentier,Activities,ActivitesFR,pointX,pointY
Ville de Saint-Lambert,Ville de Saint-Lambert,,,Ville de Saint-Lambert,http://www.saint-lambert.ca/fr/services-recreatifs/parcs-et-reseau-cyclable,La Route Verte,https://www.routeverte.com/cartographie-route-verte/,,,,,,,Quebec,Québec,4.280000000000000,Greenway,Corridor vert,Paved Trail,Sentier pavé,"Walking / hiking, Road cycling, Rollerblading","Marche / randonnée pédestre, Vélo de route, Patin à roues alignées",-73.51995108,45.496082070000000
Ville de Longueuil,Ville de Longueuil,,,Ville de Longueuil,https://www.longueuil.quebec/fr/services/mobilite/mobilite-active,La Route Verte,https://www.routeverte.com/cartographie-route-verte/,,,,,,,Quebec,Québec,28.070000000000000,"Greenway, Road","Corridor vert, Route","Gravel Trail, Paved Trail, Paved Road","Sentier en poussière de pierre, Sentier pavé, Route pavée","Walking / hiking, Road cycling, Rollerblading","Marche / randonnée pédestre, Vélo de route, Patin à roues alignées",-73.52388655,45.518266760000003
Maukinak Trail - Path of the Paddle,Maukinak Trail - Path of the Paddle,"The Maukinak Trail is part of the Path of the Paddle route from Dryden to Turtle River-White Otter Lake Provincial Park to Atikokan. When completed in 2017, the 900-kilometre ‘Path of the Paddle’ route will be the TCT’s fourth waterway route. The iconic historical path follows traditional Anishnabe and Cree paddling routes in north western Ontario. Archaic, Laurel and late Woodland native cultures and their Ojibway and Cree descendants have used this water route for trade and seasonal hunting and fishing for almost 10,000 years. Archaeological surveys along the route have uncovered over 200 pictograph sites, dolmen stones and waymarkers, tooling sites and pottery shards.","Le sentier Maukinak fait partie du tracé de la voie navigable Path of the Paddle qui relie Dryden au parc provincial Turtle River – White Otter Lake et à Atikokan. Lorsque son aménagement sera parachevé en 2017, le Path of the Paddle, d’une longueur de 900 kilomètres, constituera la quatrième route navigable du STC. Ce parcours historique emblématique du nord-ouest de l’Ontario parcourt les routes de canotage traditionnelles des Anishnabe et des Cris. Les cultures autochtones archaïques, laurelliennes et sylvicoles supérieures ainsi que leurs descendants Ojibwé et Cris utilisent cette voie navigable pour le commerce, la chasse et la pêche depuis près de 10?000 ans. Des fouilles archéologiques le long de cette route ont révélé la présence de plus de 200 sites de pictogrammes, des dolmens et des balises ainsi que des sites d’outillage et de tessons de poterie.",Path of the Paddle Association,http://www.pathofthepaddleassociation.com/,Ontario Parks Turtle River-White Otter Lake,https://www.ontarioparks.com/park/turtleriverwhiteotterlake,,,,,,840000,Ontario,Ontario,265.129999999999995,"Greenway, Water Route","Corridor vert, Voie navigable","Natural Trail, Water Trail","Sentier naturel, Voie navigable","Walking / hiking, Paddling","Marche / randonnée pédestre, Canotage",-91.62990015,48.754520759999998
Regional Municipalities of Cote and Sliding Hills Connector,Regional Municipalities of Cote and Sliding Hills Connector,,,Saskatchewan Trails Association,https://sasktrails.ca/,,,,,,,,,Saskatchewan,Saskatchewan,55.850000000000001,"Greenway, Road","Corridor vert, Route","Natural Trail, Gravel Trail, Gravel Road, Paved Road","Sentier naturel, Sentier en poussière de pierre, Route en gravier, Route pavée","Walking / hiking, Road cycling, Snowmobiling, Mountain biking","Marche / randonnée pédestre, Vélo de route, Motoneige, Vélo de montagne",-102.0768739,51.563751029999999
Uhthoff Trail,Uhthoff Trail,"Your journey on the Uhthoff Trail will take you through scenic wooded areas, over wetlands, crossing many streams. Be sure to observe the many varieties of barns. Trail is open to the public year round. It is used by hikers, cyclists, naturalists, skiers, snowmobilers, and equestrians. The trail, which is 22 km long, extends from Wilson Point Road in Orillia to Coldwater and is part of The Great Trail network. The surface is crushed stone. Great for walking, biking and running year round. Courtesy of Ontario's Lake Country","Votre aventure sur le sentier Uhthoff vous amènera à traverser de jolies zones boisées et humides, en plus de franchir plusieurs ruisseaux. Restez à l’affût des différents types de granges. Le sentier accueille le public toute l’année. Il accueille des passionnés de la randonnée, du vélo, de la nature, du ski de fond, de la motoneige et de l’équitation. Ce sentier de 22 km s’étend du chemin Wilson Point, à Orillia, jusqu’à Coldwater, et fait partie du réseau du Grand Sentier. Sa surface consiste en pierre concassée. Il convient à la marche, au vélo et à la course tout au long de l’année. Publié avec l’autorisation d’Ontario’s Lake Country.",Simcoe County Trails,https://www.simcoe.ca/InformationTechnology/Pages/TrailMaps.aspx,Ontario Trails,https://www.ontariotrails.on.ca/index.php?url=trails/view/uhthoff-trail,,,,,,,Ontario,Ontario,30.010000000000002,"Greenway, Road","Corridor vert, Route","Gravel Trail, Paved Road","Sentier en poussière de pierre, Route pavée","Walking / hiking, Road cycling, Horseback riding, Cross-country skiing, Snowmobiling, Mountain biking","Marche / randonnée pédestre, Vélo de route, Équitation, Ski de fond, Motoneige, Vélo de montagne",-79.4173005,44.641015899999999
Wolastoq Valley Trail,Wolastoq Valley Trail,,,Sentier NB Trail,https://www.hikingnb.ca/,Discover Saint John,https://www.discoversaintjohn.com/place/discover-wolastoq-park,,,,,,,New Brunswick,Nouveau-Brunswick,117.040000000000006,"Greenway, Road","Corridor vert, Route","Gravel Trail, Paved Trail, Paved Road","Sentier en poussière de pierre, Sentier pavé, Route pavée","Walking / hiking, Road cycling, Horseback riding, Cross-country skiing, Snowmobiling, Mountain biking","Marche / randonnée pédestre, Vélo de route, Équitation, Ski de fond, Motoneige, Vélo de montagne",-67.7647742,47.059000699999999
Vedder North Dyke Trail,Vedder North Dyke Trail,"The Vedder River Rotary Trail was a joint venture with the Rotary Club of Chilliwack, the Canadian Forces Base of Chilliwack and the City of Chilliwack. An easy trail for all fitness levels, it reaches Vedder Park, Peach Park, Lickman Road, Hopedale Road & Great Blue Heron Nature Reserve. This beautiful trail runs along the Vedder River and interconnects with the Vedder North Dyke Trail and Peach Creek Rotary Trail. Great for running, biking, walking and horseback riding, many outdoor enthusiasts find this trail wonderful not only for the scenery but for the great accessibility to the Vedder River. Courtesy of the City of Chilliwack.","Le sentier Vedder River Rotary représente un projet commun avec le club Rotary de Chilliwack, la base des Forces canadiennes Chilliwack et la ville de Chilliwack. Adapté aux personnes de tous les niveaux de condition physique, ce sentier facile traverse le parc Vedder, le parc Peach, le chemin Lickman, le chemin Hopedale et la réserve naturelle Great Blue Heron. Après avoir côtoyé la rivière Vedder, ce ravissant sentier rejoint le sentier Vedder North Dyke et le sentier Peach Creek Rotary. Tout indiqué pour la course à pied, le vélo, la marche et l’équitation, le sentier fait le bonheur de nombreux adeptes de plein air – non seulement à cause des fabuleux paysages, mais aussi grâce à l’accessibilité de la rivière Vedder. Publié avec l’autorisation de la ville de Chilliwack.",City of Chilliwack,https://www.chilliwack.com/main/page.cfm?id=1754&dowhat=locationView&plID=146,Trails BC,https://trailsbc.ca/tct/fraser-valley/chilliwack-paleface,,,,,,,British Columbia,Colombie-Britannique,9.949999999999999,Greenway,Corridor vert,"Gravel Trail, Paved Trail","Sentier en poussière de pierre, Sentier pavé","Walking / hiking, Road cycling, Horseback riding","Marche / randonnée pédestre, Vélo de route, Équitation",-122.0772139,49.103127469999997
Canora to Veregin Connector,Canora to Veregin Connector,,,,,,,,,,,,,Saskatchewan,Saskatchewan,32.439999999999998,Road,Route,"Gravel Road, Paved Road","Route en gravier, Route pavée","Walking / hiking, Road cycling, Mountain biking","Marche / randonnée pédestre, Vélo de route, Vélo de montagne",-102.0768739,51.563751029999999
Victoria Millennium Trail,Victoria Millennium Trail,"The Victoria Millennium trail stretches from the boundary of Spruce Woods Provincial Park 4 miles north of Cypress River to the rural municipality (RM) of Lorne boundary, 3 miles southeast of Cypress River. Head out leaving Spruce Woods Provincial Park along the South Park road, this route will parallel Hwy #2 to the east of the Village of Cypress River. The area provides a diversity of landscapes – rock-strewn hills, wetlands, forested sandy lands, and flat prairie fields. The Trail jogs west into the village, The Best “Little Town” on the Prairies.  From its beginnings in the 1880s with the coming of the railway, Cypress River has always been ready to welcome visitors. A millennium park adjacent to Hwy #2 is completed with washrooms, camping and Kitchenette.  Be sure to explore the Cypress River Wetland Discovery Trail. Courtesy of Trails Manitoba.","Le sentier Victoria Millennium s’étend de la frontière du parc provincial Spruce Woods, à quelque 6 km au nord de la rivière Cypress, jusqu’à la frontière de la municipalité rurale de Lorne, à environ 5 km au sud-est de la rivière Cypress. Partant à la sortie du parc provincial Spruce Woods sur le chemin South Park, ce parcours suit la route 2, à l’est du village de Cypress River. Le secteur offre une multitude de paysages : des collines jonchées de roches, des zones humides, des terrains sablonneux boisés et des prairies plates. À l’ouest, le sentier atteint le village, la meilleure « petite ville » des Prairies.  Depuis sa fondation dans les années 1880, qui concorde avec l’arrivée du chemin de fer, Cypress River est toujours prêt à accueillir des visiteurs. Un parc du millénaire adjacent à la route 2 comporte des toilettes, des terrains de camping et une cuisinette.  Ne manquez surtout pas le sentier de découverte Cypress River Wetland. Publié avec l’autorisation de Sentiers Manitoba.",Trails Manitoba,https://www.trailsmanitoba.ca/assiniboine-delta-pembina-hills/victoria-millennium-trail/,,,,,,,,,Manitoba,Manitoba,15.590000000000000,Road,Route,"Gravel Road, Paved Road","Route en gravier, Route pavée","Walking / hiking, Road cycling, Horseback riding, Cross-country skiing, Snowmobiling, Mountain biking","Marche / randonnée pédestre, Vélo de route, Équitation, Ski de fond, Motoneige, Vélo de montagne",-99.07761096,49.622217030000002
Ville de Carignan,Ville de Carignan,,,Ville de Carignan,https://www.carignan.quebec/loisirs-et-culture/installations-recreatives/velo-et-pistes-cyclables/,La Route Verte,https://www.routeverte.com/cartographie-route-verte/,,,,,,,Quebec,Québec,4.190000000000000,"Greenway, Road","Corridor vert, Route","Paved Trail, Paved Road","Sentier pavé, Route pavée","Walking / hiking, Road cycling, Cross-country skiing, Rollerblading","Marche / randonnée pédestre, Vélo de route, Ski de fond, Patin à roues alignées",-73.36035538,45.449090959999999
Ville de Chambly,Ville de Chambly,,,Ville de Chambly,https://www.ville.chambly.qc.ca/sports-et-loisirs-2/sites-activites/bandes-et-pistes-cyclables/,La Route Verte,https://www.routeverte.com/cartographie-route-verte/,,,,,,,Quebec,Québec,3.020000000000000,"Greenway, Road","Corridor vert, Route","Paved Trail, Paved Road","Sentier pavé, Route pavée","Walking / hiking, Road cycling, Rollerblading","Marche / randonnée pédestre, Vélo de route, Patin à roues alignées",-73.31012484,45.452596149999998
City of Red Deer - Waskasoo Parks,City of Red Deer - Waskasoo Parks,"Red Deer’s beautiful parks and natural green spaces are well known throughout Alberta, with over 100 km of easily accessible, paved, hiking and equestrian trails connecting park users to beautiful green areas and park attractions. Biking, hiking, jogging, bird watching, picnics and peaceful walks can all be enjoyed in various parks and facilities within the Waskasoo Park trail system. A water playground, western ranch and wildlife sanctuary are some of the many highlights within the City’s park system. In addition to the many waterfowl and birds, including osprey, you may see coyotes, deer, beavers or porcupines. Courtesy of Visit Red Deer.","Les magnifiques parcs et espaces verts naturels de Red Deer sont connus à l’échelle de l’Alberta. Ils comptent plus de 100 km de pistes de randonnée et de sentiers équestres faciles d’accès et pavés, qui rapprochent les visiteurs des superbes zones vertes et des attractions des parcs. Le vélo, la randonnée, le jogging, l’observation d’oiseaux, les pique-niques et les promenades paisibles se trouvent à votre portée dans nombre de parcs et d’installations situés dans le réseau de sentiers du parc Waskasoo. Une aire de jeux aquatiques, un ranch western et un refuge faunique figurent parmi les incontournables des parcs municipaux. En plus d’une abondance de gibier d’eau et d’oiseaux, dont notamment le balbuzard, il est possible d’y observer des coyotes, des chevreuils, des castors et des porcs-épics. Publié avec l’autorisation de Visit Red Deer.",Waskasoo Environmental Education Society,http://www.waskasoopark.ca/,Visit Red Deer,http://visitreddeer.com/experiences/trail-system/,,,,,,,Alberta,Alberta,31.230000000000000,"Greenway, Road","Corridor vert, Route","Paved Trail, Paved Road","Sentier pavé, Route pavée","Walking / hiking, Road cycling, Cross-country skiing","Marche / randonnée pédestre, Vélo de route, Ski de fond",-113.8144203,52.233120999999997
Waterfront Trail,Waterfront Trail,"This section of the Trail runs along the Lake Ontario shore from Burlington to Toronto, through Oakville and Mississauga covering 87 kilometers of paths, residential streets, roads and parks. Walkers, hikers and cyclists will enjoy natural areas like the Royal Botanical Gardens in Burlington, the Rattray Marsh in Mississauga, the Humber Bay Butterfly Garden and Music Garden in Toronto. The trail offers access to the CN Tower, historical Fort York, Toronto Harbourfront, Sugar Beach, various theatre and sports venues and distinct Toronto neighbourhoods.","Cette portion du Sentier longe la rive du lac Ontario de Burlington à Toronto en passant par Oakville et Mississauga sur 87 kilomètres de chemins, de rues résidentielles, de routes et de parcs. Les marcheurs, randonneurs pédestres et cyclistes pourront profiter des espaces naturels tels que les Jardins botaniques royaux de Burlington, le Rattray Marsh de Mississauga, le jardin de papillons du parc Humber Bay et le Music Garden de Toronto. Parmi les attraits à découvrir le long du sentier, notons particulièrement la Tour du CN, l’historique Fort York, le Harbourfront de Toronto, la plage Sugar Beach, de nombreuses salles de spectacles et des stades sportifs ainsi que plusieurs quartiers caractéristiques de Toronto.",Waterfront Trail,https://waterfronttrail.org/,Tourism Toronto,https://www.seetorontonow.com/,,,,,,320000,Ontario,Ontario,90.219999999999999,"Greenway, Road","Corridor vert, Route","Paved Trail, Paved Road","Sentier pavé, Route pavée","Walking / hiking, Road cycling","Marche / randonnée pédestre, Vélo de route",-79.88664909,43.289298219999999
City of Peterborough,City of Peterborough,,,City of Peterborough,http://www.peterborough.ca/Living/Recreation/Free_in_Peterborough/Parks___Trails.htm,City of Peterborough Map,https://www.peterborough.ca/en/city-services/resources/Documents/Bikeways_and_Trails_Map.pdf,,,,,,,Ontario,Ontario,6.760000000000000,"Greenway, Road","Corridor vert, Route","Paved Trail, Paved Road","Sentier pavé, Route pavée","Walking / hiking, Road cycling, Cross-country skiing, Mountain biking","Marche / randonnée pédestre, Vélo de route, Ski de fond, Vélo de montagne",-78.28683617,44.284683319999999
Township of Wellesley,Township of Wellesley,,,Township of Woolwich,https://facilities.woolwich.ca/Home/Detail?Id=4fdcb407-fbea-41f3-9939-9cc18cfd8201,,,,,,,,,Ontario,Ontario,6.720000000000000,Road,Route,"Gravel Road, Paved Road","Route en gravier, Route pavée","Walking / hiking, Road cycling, Horseback riding, Cross-country skiing","Marche / randonnée pédestre, Vélo de route, Équitation, Ski de fond",-80.61284088,43.561010969999998
West Bragg Creek Trail,West Bragg Creek Trail,"The West Bragg Creek Trail provides access between the communities of Calgary, Cochrane, Redwood, Bragg Creek and onto Canmore. Intended users are walking/hiking, joggers, cyclists, cross country skiers, snowshoers and the occasional horseback rider. Along the trail you will find a small fitness area with a couple of benches, 5 signs showing some basic exercises that one can easily do with items commonly found along a trail and a chin-up bar.  This is located in a beautiful stretch of forest now being referred to as the 'enchanted forest'. Courtesy of Bragg Creek Trails.","Le sentier West Bragg Creek relie les communautés de Calgary, Cochrane, Redwood, Bragg Creek et Canmore. Les utilisateurs visés sont les adeptes de marche et de randonnée, de jogging, de vélo, de ski de fond, de raquette et d’équitation. Le sentier comporte une petite aire de mise en forme qui compte quelques planches, cinq panneaux proposant des exercices de base faciles à réaliser avec des éléments trouvables le long du sentier et une barre fixe.  Cette aire se situe dans une jolie étendue boisée, désormais connue sous le nom de « forêt enchantée ». Publié avec l’autorisation de Bragg Creek Trails.",Bragg Creek Trails,http://braggcreektrails.org/,,,,,,,,,Alberta,Alberta,50.159999999999997,Greenway,Corridor vert,"Natural Trail, Gravel Trail","Sentier naturel, Sentier en poussière de pierre","Walking / hiking, Road cycling, Horseback riding, Cross-country skiing, Mountain biking, Fat biking, Snowshoeing","Marche / randonnée pédestre, Vélo de route, Équitation, Ski de fond, Vélo de montagne, Vélo à penus surdimensionnés, Raquette",-114.5587612,50.952815999999999
Voyageur Cycling Route,Voyageur Cycling Route,,,,,,,,,,,,,Ontario,Ontario,185.639999999999986,"Greenway, Road","Corridor vert, Route","Natural Trail, Gravel Trail, Paved Trail, Gravel Road, Paved Road","Sentier naturel, Sentier en poussière de pierre, Sentier pavé, Route en gravier, Route pavée","Walking / hiking, Road cycling, Horseback riding, Cross-country skiing, Snowshoeing","Marche / randonnée pédestre, Vélo de route, Équitation, Ski de fond, Raquette",-80.69254334,46.516176430000002
District of West Vancouver,District of West Vancouver,The trail in West Vancouver is an urban trail. The north section through Cypress Provincial Park is ideal for walking/hiking and the south section through the city is ideal for cyclists.,Le sentier dans la ville de West Vancouver est un sentier urbain. Ce sentier est idéal pour la marche/randonnée pédestre (section nord à travers le parc provincial de Cypress) et pour les cycliste (section sud à travers la ville).,West Vancouver,http://westvancouver.ca/parks-recreation/walking-hiking,,,,,,,,,British Columbia,Colombie-Britannique,44.189999999999998,"Greenway, Road","Corridor vert, Route","Natural Trail, Gravel Trail, Paved Trail, Paved Road","Sentier naturel, Sentier en poussière de pierre, Sentier pavé, Route pavée","Walking / hiking, Road cycling","Marche / randonnée pédestre, Vélo de route",-123.118259,49.359664979999998
City of Wetaskiwin,City of Wetaskiwin,,,City of Wetaskiwin,https://www.wetaskiwin.ca/668/Parks-Trails,,,,,,,,,Alberta,Alberta,16.489999999999998,"Greenway, Road","Corridor vert, Route","Natural Trail, Gravel Trail, Paved Trail, Gravel Road, Paved Road","Sentier naturel, Sentier en poussière de pierre, Sentier pavé, Route en gravier, Route pavée","Walking / hiking, Road cycling, Cross-country skiing","Marche / randonnée pédestre, Vélo de route, Ski de fond",-113.3901138,52.974532779999997
Wetaskiwin to Menaik Connector,Wetaskiwin to Menaik Connector,,,,,,,,,,,,,Alberta,Alberta,29.870000000000001,Road,Route,"Gravel Road, Paved Road","Route en gravier, Route pavée","Walking / hiking, Road cycling","Marche / randonnée pédestre, Vélo de route",-113.542695,52.726940999999997
Regina to White Butte Connector,Regina to White Butte Connector,,,,,,,,,,,,,Saskatchewan,Saskatchewan,12.210000000000001,"Greenway, Road","Corridor vert, Route","Paved Trail, Gravel Road, Paved Road","Sentier pavé, Route en gravier, Route pavée","Walking / hiking, Road cycling, Cross-country skiing, Rollerblading, Snowshoeing","Marche / randonnée pédestre, Vélo de route, Ski de fond, Patin à roues alignées, Raquette",-104.5265141,50.455144980000000
South Klondike Road Route Connector,South Klondike Road Route Connector,"The South Klondike Highway's spectacular scenery and rich Gold Rush history make it a memorable drive for any visitor to Alaska or the Yukon. The road parallels both the route used by 1898 gold-seekers to get to the Klondike and the old White Pass and Yukon Route railway route. You'll see remnants of old mining structures on mountainsides left behind by mining exploits of decades past. The White Pass mountain summit area coming from Skagway to the Canada - U.S. border more closely resembles a moonscape than any earthly landscape, with twisted trees, small lakes, and barren foliage that create truly unique scenery. The South Klondike Highway takes you through the Southern Lakes region of the Yukon, where you can access the communities of Carcross and Tagish. Courtesy of Yukon Info.","Les visiteurs de l’Alaska ou du Yukon n’oublieront pas si tôt un trajet sur la route du sud du Klondike avec ses vues sublimes et son passé marqué par la ruée vers l’or. Le chemin court en parallèle à l’itinéraire suivi par les chercheurs d’or en 1898 pour se rendre au Klondike ainsi qu’à l’ancienne voie du chemin de fer White Pass and Yukon Route. Vous remarquerez des vestiges d’anciennes structures minières sur les flancs des montagnes, laissées en guise de souvenir d’un passé d’exploitation minière. La région du sommet de montagnes de White Pass, entre Skagway et la frontière du Canada et des États-Unis, ressemble plus à un paysage lunaire qu’aucun autre endroit sur Terre, avec ses arbres tordus, ses petits lacs et ses feuillages de toundra qui créent une ambiance tout à fait unique. La route du sud du Klondike vous conduit à travers la région des lacs du sud du Yukon, où vous pouvez visiter les localités de Carcross et Tagish. Publié avec l’autorisation de Yukon Info.",Klondike Snowmobile Association,https://ksa.yk.ca/trails/trans-canada-trail/,Yukon Info,https://www.yukoninfo.com/region/south-klondike-highway/,,,,,,,Yukon,Yukon,55.119999999999997,Road,Route,Paved Road,Route pavée,"Walking / hiking, Road cycling, Snowmobiling","Marche / randonnée pédestre, Vélo de route, Motoneige",-134.7054739,60.174640980000000
Whitehorse Copper Trail,Whitehorse Copper Trail,"This trail has a history rooted in mining, following rail and road connections built in the early 1900s to service the booming copper mines. Copper was first noted here in 1897 by prospectors going to the Klondike and by 1907, 4000 tons had been mined and sent to smelters in the south. When the last mine closed in the 1980s, the Copper Haul Road became a recreational trail and today it is the 'main line' of the Trans Canada Trail, running north-south, just west of urban Whitehorse. It connects many of the major multi-use trail areas around Whitehorse from Fish Lake Road down to the Peter Greenlaw Memorial Bridge over Wolf Creek.  Watch for the remains of an old copper mine, fine views at McIntyre Marsh, plus a variety of birds and wildlife.","Ce sentier plonge ses racines historiques dans le secteur minier. Il suit les liaisons routières et ferroviaires construites au début des années 1900 afin de desservir les mines de cuivre qui connaissaient alors une forte expansion. Des prospecteurs en route vers le Klondike ont relevé la présence de cuivre en 1897. En 1907, 4000 tonnes de cuivre avaient été extraites et envoyées dans des fonderies dans le sud. La dernière mine ayant fermé dans les années 1980, le Copper Haul Road est devenu un sentier récréatif et, de nos jours, il constitue la « ligne principale » du sentier Transcanadien, s’étirant du nord au sud, juste à l’ouest du centre urbain de Whitehorse. Il raccorde bon nombre des principaux sentiers à usages multiples entourant Whitehorse, du chemin Fish Lake jusqu’au pont mémorial Peter Greenlaw chevauchant le ruisseau Wolf au sud. Ne manquez pas les vestiges d’une ancienne mine de cuivre, vous pourrez aussi admirer de splendides vues du marais McIntyre ainsi qu’une variété d’espèces sauvages et d’oiseaux.",Klondike Snowmobile Association,http://ksa.yk.ca/trails/copper-haul-trail/,,,,,,,,240000,Yukon,Yukon,51.719999999999999,Mixed-Use Trail,Sentier à usage mixte,"Natural Trail, Gravel Trail","Sentier naturel, Sentier en poussière de pierre","Walking / hiking, Road cycling, Horseback riding, Cross-country skiing, Snowmobiling","Marche / randonnée pédestre, Vélo de route, Équitation, Ski de fond, Motoneige",-134.943516,60.592257990000000
Township of Woolwich,Township of Woolwich,"The Woolwich Township section of The Great Trail is a linear rural trail, great for hiking/walking, cycling and cross country skiing. Within Woolwich, the Trail follows roadways and former CP railway, existing trails (Kissing Bridge Trailway, Mill Race trail, the Avon Trail and the Health Valley Trail), as well as some newly constructed sections along Framers' Market Road, across public and private land and along some roadways. Trail surfaces vary and include pavement, stone-dust, natural foot path and some on-road sections. Courtesy of Ontario Trails.","Le tronçon Woolwich du Grand Sentier se compose d’un sentier rural linéaire, idéal pour la randonnée ou la marche, le vélo et le ski de fond. Dans le village de Woolwich, le sentier suit des routes et un ancien chemin de fer du CP, des sentiers existants (Kissing Bridge, Mill Race, Avon et Health Valley), ainsi que quelques nouveaux tronçons aménagés sur le chemin Framers’ Market, sur des terrains publics et privés et le long de routes. À certains endroits, la surface du sentier est pavée ou recouverte de gravier, alors qu’à d’autres, il suit un sentier pédestre naturel ou une route. Publié avec l’autorisation du Conseil des sentiers de l’Ontario.",Township of Woolwich,https://facilities.woolwich.ca/Home/Detail?Id=4fdcb407-fbea-41f3-9939-9cc18cfd8201,Ontario Trails,https://www.ontariotrails.on.ca/trails/view/woolwich-trans-canada-trail,,,,,,,Ontario,Ontario,13.289999999999999,"Greenway, Road","Corridor vert, Route","Gravel Trail, Paved Trail, Gravel Road, Paved Road","Sentier en poussière de pierre, Sentier pavé, Route en gravier, Route pavée","Walking / hiking, Road cycling, Cross-country skiing, Mountain biking","Marche / randonnée pédestre, Vélo de route, Ski de fond, Vélo de montagne",-80.55543874,43.504819320000003
Township of Woolwich,Township of Woolwich,"The Woolwich Township section of The Great Trail is a linear rural trail, great for hiking/walking, cycling and cross country skiing. Within Woolwich, the Trail follows roadways and former CP railway, existing trails (Kissing Bridge Trailway, Mill Race trail, the Avon Trail and the Health Valley Trail), as well as some newly constructed sections along Framers' Market Road, across public and private land and along some roadways. Trail surfaces vary and include pavement, stone-dust, natural foot path and some on-road sections. Courtesy of Ontario Trails.","Le tronçon Woolwich du Grand Sentier se compose d’un sentier rural linéaire, idéal pour la randonnée ou la marche, le vélo et le ski de fond. Dans le village de Woolwich, le sentier suit des routes et un ancien chemin de fer du CP, des sentiers existants (Kissing Bridge, Mill Race, Avon et Health Valley), ainsi que quelques nouveaux tronçons aménagés sur le chemin Framers’ Market, sur des terrains publics et privés et le long de routes. À certains endroits, la surface du sentier est pavée ou recouverte de gravier, alors qu’à d’autres, il suit un sentier pédestre naturel ou une route. Publié avec l’autorisation du Conseil des sentiers de l’Ontario.",Township of Woolwich,https://facilities.woolwich.ca/Home/Detail?Id=4fdcb407-fbea-41f3-9939-9cc18cfd8201,Ontario Trails,https://www.ontariotrails.on.ca/trails/view/woolwich-trans-canada-trail,,,,,,,Ontario,Ontario,13.289999999999999,"Greenway, Road","Corridor vert, Route","Gravel Trail, Paved Trail, Gravel Road, Paved Road","Sentier en poussière de pierre, Sentier pavé, Route en gravier, Route pavée","Walking / hiking, Road cycling, Cross-country skiing, Mountain biking","Marche / randonnée pédestre, Vélo de route, Ski de fond, Vélo de montagne",-80.55844605,43.540993989999997
York Lake Regional Park - Isabel Priestly Nature Trail,York Lake Regional Park - Isabel Priestly Nature Trail,,,Regional Parks of Saskatchewan,http://saskregionalparks.ca/park/york-lake/,Tourism Saskatchewan,https://www.tourismsaskatchewan.com/listings/1104/york-lake-regional-park,,,,,,,Saskatchewan,Saskatchewan,4.560000000000000,Road,Route,Gravel Road,Route en gravier,"Walking / hiking, Road cycling, Cross-country skiing","Marche / randonnée pédestre, Vélo de route, Ski de fond",-102.474248,51.158555010000001
Melville to York Lake Regional Park Connector,Melville to York Lake Regional Park Connector,,,,,,,,,,,,,Saskatchewan,Saskatchewan,43.560000000000002,Road,Route,Gravel Road,Route en gravier,"Walking / hiking, Road cycling","Marche / randonnée pédestre, Vélo de route",-102.7727978,50.945129010000002
City of Yorkton,City of Yorkton,,,City of Yorkton,http://www.yorkton.ca/,,,,,,,,,Saskatchewan,Saskatchewan,13.570000000000000,"Greenway, Road","Corridor vert, Route","Natural Trail, Gravel Road, Paved Road","Sentier naturel, Route en gravier, Route pavée","Walking / hiking, Road cycling, Cross-country skiing","Marche / randonnée pédestre, Vélo de route, Ski de fond",-102.4733131,51.202883970000002
Corridor du Grand Tronc,Corridor du Grand Tronc,,,Tourisme Lévis,https://levis.chaudiereappalaches.com/fr/voyage-quebec/levis/levis/parc-lineaire-le-grand-tronc/piste-cyclable/,Tourisme Québec,https://www.bonjourquebec.com/fr-ca/fiche/quoi-faire/sports-et-nature/pistes-et-sentiers/parc-lineaire-le-grand-tronc-92548432,La Route Verte,https://www.routeverte.com/cartographie-route-verte/,,,,,Quebec,Québec,12.730000000000000,Greenway,Corridor vert,Gravel Trail,Sentier en poussière de pierre,"Walking / hiking, Road cycling, Snowmobiling","Marche / randonnée pédestre, Vélo de route, Motoneige",-71.28867874,46.698440669999997
Sentier de la Baie,Sentier de la Baie,"This Trail section is nestled in the marshes, ponds and swamps of the St. Lawrence Lowlands, surrounded by lush mossy hills and home to a diverse range of bird species. Baie-Saint-Paul is a great trail section through this recreational and touristic gem.","Cette section du sentier est nichée dans les marais, les étangs et les marécages des basses terres du Saint-Laurent, entourée de collines moussues luxuriantes et abritant une gamme variée d'espèces d'oiseaux. Baie-Saint-Paul est une section du sentier magnifique qui passe à travers ce joyau récréatif et touristique.",Sentiers Québec-Charlevoix,https://www.sentiersquebeccharlevoix.com/sentiers?lang=fr,Municipalité de Baie-Saint-Paul,http://www.baiesaintpaul.com/tourisme/activites/nature-et-plein-air,,,,,,,Quebec,Québec,13.859999999999999,"Greenway, Road","Corridor vert, Route","Natural Trail, Gravel Trail, Paved Trail, Gravel Road, Paved Road","Sentier naturel, Sentier en poussière de pierre, Sentier pavé, Route en gravier, Route pavée","Walking / hiking, Road cycling, Cross-country skiing, Mountain biking, Snowshoeing","Marche / randonnée pédestre, Vélo de route, Ski de fond, Vélo de montagne, Raquette",-70.54849188,47.406059010000000
